X,Y,mag,alti
563404.438756447,-1765082.79591434,742.349609375,2593.40258789063
563904.438756447,-1765082.79591434,787.916442871094,2591.25073242188
564404.438756447,-1765082.79591434,743.889831542969,2572.94409179688
564904.438756447,-1765082.79591434,674.12158203125,2549.12744140625
565404.438756447,-1765082.79591434,456.188629150391,2489.64575195313
565904.438756447,-1765082.79591434,225.086395263672,2523.10083007813
566404.438756447,-1765082.79591434,95.5358428955078,2519.72534179688
566904.438756447,-1765082.79591434,19.4323635101318,2510.84619140625
514904.438756447,-1764582.79591434,-83.5575637817383,2326.01025390625
515404.438756447,-1764582.79591434,-92.841926574707,2330.20776367188
515904.438756447,-1764582.79591434,-104.729942321777,2287.75463867188
516404.438756447,-1764582.79591434,-114.366760253906,2188.22705078125
516904.438756447,-1764582.79591434,-128.064331054688,2305.17163085938
517404.438756447,-1764582.79591434,-135.565048217773,2344.0185546875
517904.438756447,-1764582.79591434,-130.343902587891,2355.27758789063
518404.438756447,-1764582.79591434,-117.651489257813,2330.27416992188
518904.438756447,-1764582.79591434,-106.035217285156,2268.82934570313
519404.438756447,-1764582.79591434,-103.462753295898,2262.25268554688
519904.438756447,-1764582.79591434,-108.225372314453,2283.88110351563
520404.438756447,-1764582.79591434,-112.263511657715,2312.53076171875
520904.438756447,-1764582.79591434,-109.438941955566,2326.2587890625
521404.438756447,-1764582.79591434,-103.815940856934,2314.84301757813
521904.438756447,-1764582.79591434,-100.731147766113,2378.39794921875
522404.438756447,-1764582.79591434,-100.297676086426,2421.59814453125
522904.438756447,-1764582.79591434,-101.155860900879,2457.39892578125
523404.438756447,-1764582.79591434,-101.062156677246,2492.30737304688
523904.438756447,-1764582.79591434,-99.0907516479492,2525.10302734375
524404.438756447,-1764582.79591434,-90.8897018432617,2553.13647460938
524904.438756447,-1764582.79591434,-64.0873641967773,2584.3681640625
525404.438756447,-1764582.79591434,-10.3785152435303,2613.76000976563
525904.438756447,-1764582.79591434,43.5396575927734,2635.53466796875
526404.438756447,-1764582.79591434,57.2310409545898,2582.45190429688
526904.438756447,-1764582.79591434,21.3406581878662,2685.0068359375
527404.438756447,-1764582.79591434,23.6545352935791,2716.0146484375
527904.438756447,-1764582.79591434,36.8305778503418,2743.7353515625
528404.438756447,-1764582.79591434,25.5781021118164,2770.58374023438
528904.438756447,-1764582.79591434,-4.69894933700562,2803.41577148438
529404.438756447,-1764582.79591434,-7.71901702880859,2841.71557617188
529904.438756447,-1764582.79591434,149.135467529297,2881.64916992188
530404.438756447,-1764582.79591434,489.847106933594,2918.8974609375
530904.438756447,-1764582.79591434,213.519912719727,2963.43994140625
531404.438756447,-1764582.79591434,-115.787284851074,3009.42944335938
531904.438756447,-1764582.79591434,-226.116561889648,3009.88842773438
532404.438756447,-1764582.79591434,-184.910537719727,3008.7490234375
532904.438756447,-1764582.79591434,43.2853851318359,3004.61206054688
533404.438756447,-1764582.79591434,223.030319213867,3005.81860351563
533904.438756447,-1764582.79591434,17.2723636627197,3008.13842773438
534404.438756447,-1764582.79591434,-192.178329467773,3011.45776367188
534904.438756447,-1764582.79591434,-294.072540283203,3018.74609375
535404.438756447,-1764582.79591434,-329.802398681641,3021.50122070313
535904.438756447,-1764582.79591434,-316.104675292969,3014.1689453125
536404.438756447,-1764582.79591434,-224.421295166016,2941.27978515625
536904.438756447,-1764582.79591434,-122.91284942627,3000.82275390625
537404.438756447,-1764582.79591434,-138.664886474609,3000.13940429688
537904.438756447,-1764582.79591434,-250.92268371582,2982.35400390625
538404.438756447,-1764582.79591434,-301.423370361328,2970.900390625
538904.438756447,-1764582.79591434,-154.017623901367,2966.02758789063
539404.438756447,-1764582.79591434,327.295043945313,2962.2578125
539904.438756447,-1764582.79591434,750.170288085938,2961.4658203125
540404.438756447,-1764582.79591434,832.871337890625,2951.21240234375
540904.438756447,-1764582.79591434,783.284790039063,2944.00390625
541404.438756447,-1764582.79591434,678.480834960938,2953.88989257813
541904.438756447,-1764582.79591434,868.083312988281,2942.22924804688
542404.438756447,-1764582.79591434,1066.93286132813,2933.8017578125
542904.438756447,-1764582.79591434,1105.34680175781,2915.7734375
543404.438756447,-1764582.79591434,625.098693847656,2893.37622070313
543904.438756447,-1764582.79591434,-42.6243019104004,2870.99438476563
544404.438756447,-1764582.79591434,-287.726318359375,2854.23681640625
544904.438756447,-1764582.79591434,-346.471405029297,2831.64111328125
545404.438756447,-1764582.79591434,-336.061431884766,2813.98217773438
545904.438756447,-1764582.79591434,-306.911834716797,2796.90258789063
546404.438756447,-1764582.79591434,-278.333953857422,2687.05932617188
546904.438756447,-1764582.79591434,-259.376739501953,2780.79467773438
547404.438756447,-1764582.79591434,-243.315734863281,2769.0009765625
547904.438756447,-1764582.79591434,-226.852310180664,2746.65551757813
548404.438756447,-1764582.79591434,-210.009674072266,2726.87939453125
548904.438756447,-1764582.79591434,-194.283889770508,2708.79296875
549404.438756447,-1764582.79591434,-180.523849487305,2690.90112304688
549904.438756447,-1764582.79591434,-168.539245605469,2675.44311523438
550404.438756447,-1764582.79591434,-158.49870300293,2659.47778320313
550904.438756447,-1764582.79591434,-150.070373535156,2622.29858398438
551404.438756447,-1764582.79591434,-142.624481201172,2491.60986328125
551904.438756447,-1764582.79591434,-136.486999511719,2586.76611328125
552404.438756447,-1764582.79591434,-131.786987304688,2584.84301757813
552904.438756447,-1764582.79591434,-127.901588439941,2560.42211914063
553404.438756447,-1764582.79591434,-124.681228637695,2542.7109375
553904.438756447,-1764582.79591434,-122.3037109375,2528.55932617188
554404.438756447,-1764582.79591434,-120.458305358887,2517.224609375
554904.438756447,-1764582.79591434,-118.995971679688,2508.41430664063
555404.438756447,-1764582.79591434,-118.1533203125,2495.6796875
555904.438756447,-1764582.79591434,-118.122314453125,2463.14477539063
556404.438756447,-1764582.79591434,-118.61540222168,2358.615234375
556904.438756447,-1764582.79591434,-120.201240539551,2449.18603515625
557404.438756447,-1764582.79591434,-122.947486877441,2462.19604492188
557904.438756447,-1764582.79591434,-127.511360168457,2465.96240234375
558404.438756447,-1764582.79591434,-133.53971862793,2476.86791992188
558904.438756447,-1764582.79591434,-141.649383544922,2487.75634765625
559404.438756447,-1764582.79591434,-151.341461181641,2496.46313476563
559904.438756447,-1764582.79591434,-160.072296142578,2511.58251953125
560404.438756447,-1764582.79591434,-162.615371704102,2532.54345703125
560904.438756447,-1764582.79591434,-151.252548217773,2541.75830078125
561404.438756447,-1764582.79591434,-113.05786895752,2447.95483398438
561904.438756447,-1764582.79591434,-15.5091142654419,2534.33203125
562404.438756447,-1764582.79591434,85.9232635498047,2518.95849609375
562904.438756447,-1764582.79591434,123.957145690918,2518.71435546875
563404.438756447,-1764582.79591434,379.496948242188,2516.66943359375
563904.438756447,-1764582.79591434,800.954650878906,2520.24096679688
564404.438756447,-1764582.79591434,710.9423828125,2537.97338867188
564904.438756447,-1764582.79591434,406.928680419922,2538.84887695313
565404.438756447,-1764582.79591434,248.298934936523,2496.42797851563
565904.438756447,-1764582.79591434,132.873733520508,2546.783203125
566404.438756447,-1764582.79591434,45.0528945922852,2541.00024414063
566904.438756447,-1764582.79591434,-14.0853910446167,2512.28076171875
567404.438756447,-1764582.79591434,-60.1020965576172,2500.71923828125
567904.438756447,-1764582.79591434,-89.224250793457,2503.041015625
568404.438756447,-1764582.79591434,-97.8720779418945,2518.09692382813
514404.438756447,-1764082.79591434,-73.565185546875,2298.13793945313
514904.438756447,-1764082.79591434,-58.0337028503418,2323.27514648438
515404.438756447,-1764082.79591434,-72.1125717163086,2339.08374023438
515904.438756447,-1764082.79591434,-89.0603103637695,2333.0107421875
516404.438756447,-1764082.79591434,-99.8548812866211,2277.70532226563
516904.438756447,-1764082.79591434,-112.990097045898,2346.77416992188
517404.438756447,-1764082.79591434,-124.817306518555,2370.08032226563
517904.438756447,-1764082.79591434,-128.599990844727,2370.6142578125
518404.438756447,-1764082.79591434,-123.47110748291,2372.46240234375
518904.438756447,-1764082.79591434,-116.222183227539,2396.76635742188
519404.438756447,-1764082.79591434,-113.709098815918,2436.40356445313
519904.438756447,-1764082.79591434,-115.246040344238,2456.33276367188
520404.438756447,-1764082.79591434,-116.361663818359,2460.404296875
520904.438756447,-1764082.79591434,-114.816581726074,2447.96508789063
521404.438756447,-1764082.79591434,-112.139167785645,2392.84692382813
521904.438756447,-1764082.79591434,-110.513748168945,2471.80908203125
522404.438756447,-1764082.79591434,-110.823226928711,2497.66723632813
522904.438756447,-1764082.79591434,-111.96728515625,2507.384765625
523404.438756447,-1764082.79591434,-112.537490844727,2525.39477539063
523904.438756447,-1764082.79591434,-110.201751708984,2556.779296875
524404.438756447,-1764082.79591434,-102.655281066895,2588.40063476563
524904.438756447,-1764082.79591434,-79.4947814941406,2615.70581054688
525404.438756447,-1764082.79591434,-25.5230159759521,2644.76586914063
525904.438756447,-1764082.79591434,28.6685485839844,2670.08813476563
526404.438756447,-1764082.79591434,23.5398998260498,2619.7890625
526904.438756447,-1764082.79591434,-0.933843553066254,2735.55249023438
527404.438756447,-1764082.79591434,-12.4955625534058,2766.23876953125
527904.438756447,-1764082.79591434,-25.0719928741455,2799.99047851563
528404.438756447,-1764082.79591434,-59.3780288696289,2825.69702148438
528904.438756447,-1764082.79591434,-101.509048461914,2848.69384765625
529404.438756447,-1764082.79591434,-106.748115539551,2878.83374023438
529904.438756447,-1764082.79591434,14.0734977722168,2914.82299804688
530404.438756447,-1764082.79591434,414.037261962891,2949.59033203125
530904.438756447,-1764082.79591434,538.156127929688,2976.51147460938
531404.438756447,-1764082.79591434,52.3901863098145,3012.18188476563
531904.438756447,-1764082.79591434,-113.17000579834,2994.05419921875
532404.438756447,-1764082.79591434,-31.3559494018555,3007.08862304688
532904.438756447,-1764082.79591434,395.010864257813,3019.2578125
533404.438756447,-1764082.79591434,552.798522949219,3013.1123046875
533904.438756447,-1764082.79591434,72.9034805297852,3013.67529296875
534404.438756447,-1764082.79591434,-205.249465942383,3023.67822265625
534904.438756447,-1764082.79591434,-314.804504394531,3033.29663085938
535404.438756447,-1764082.79591434,-352.182525634766,3040.58666992188
535904.438756447,-1764082.79591434,-341.597229003906,3026.85424804688
536404.438756447,-1764082.79591434,-254.755142211914,2938.7998046875
536904.438756447,-1764082.79591434,-20.9260349273682,3012.32202148438
537404.438756447,-1764082.79591434,119.154685974121,3019.669921875
537904.438756447,-1764082.79591434,29.2767658233643,3009.11962890625
538404.438756447,-1764082.79591434,-18.5926856994629,2997.58447265625
538904.438756447,-1764082.79591434,177.133575439453,2988.02612304688
539404.438756447,-1764082.79591434,441.865264892578,2976.63330078125
539904.438756447,-1764082.79591434,194.962554931641,2974.73803710938
540404.438756447,-1764082.79591434,-54.5236396789551,2975.36669921875
540904.438756447,-1764082.79591434,-180.571212768555,2971.244140625
541404.438756447,-1764082.79591434,-156.040115356445,2967.6923828125
541904.438756447,-1764082.79591434,140.034851074219,2949.50561523438
542404.438756447,-1764082.79591434,689.024536132813,2939.29150390625
542904.438756447,-1764082.79591434,1025.24633789063,2934.32739257813
543404.438756447,-1764082.79591434,657.335632324219,2929.8671875
543904.438756447,-1764082.79591434,90.3766708374023,2916.54833984375
544404.438756447,-1764082.79591434,-161.360427856445,2895.67138671875
544904.438756447,-1764082.79591434,-247.701248168945,2871.61596679688
545404.438756447,-1764082.79591434,-265.612030029297,2848.05078125
545904.438756447,-1764082.79591434,-262.872436523438,2829.48364257813
546404.438756447,-1764082.79591434,-256.344421386719,2711.93408203125
546904.438756447,-1764082.79591434,-247.365524291992,2809.9619140625
547404.438756447,-1764082.79591434,-234.326873779297,2802.90844726563
547904.438756447,-1764082.79591434,-219.894439697266,2772.27075195313
548404.438756447,-1764082.79591434,-204.326583862305,2742.05053710938
548904.438756447,-1764082.79591434,-189.87565612793,2708.31909179688
549404.438756447,-1764082.79591434,-176.778244018555,2669.80419921875
549904.438756447,-1764082.79591434,-165.591903686523,2637.76513671875
550404.438756447,-1764082.79591434,-156.155792236328,2620.50073242188
550904.438756447,-1764082.79591434,-147.801284790039,2592.130859375
551404.438756447,-1764082.79591434,-140.87776184082,2483.95190429688
551904.438756447,-1764082.79591434,-135.16276550293,2549.63696289063
552404.438756447,-1764082.79591434,-130.680130004883,2545.76538085938
552904.438756447,-1764082.79591434,-126.792678833008,2545.79272460938
553404.438756447,-1764082.79591434,-123.522651672363,2534.41162109375
553904.438756447,-1764082.79591434,-121.213836669922,2523.75122070313
554404.438756447,-1764082.79591434,-119.373672485352,2517.75048828125
554904.438756447,-1764082.79591434,-117.875946044922,2513.71752929688
555404.438756447,-1764082.79591434,-116.998992919922,2508.46557617188
555904.438756447,-1764082.79591434,-117.016578674316,2487.580078125
556404.438756447,-1764082.79591434,-117.510314941406,2377.78002929688
556904.438756447,-1764082.79591434,-118.940872192383,2476.9990234375
557404.438756447,-1764082.79591434,-121.43994140625,2484.0458984375
557904.438756447,-1764082.79591434,-125.435569763184,2476.60571289063
558404.438756447,-1764082.79591434,-131.18879699707,2468.83569335938
558904.438756447,-1764082.79591434,-138.511001586914,2463.57470703125
559404.438756447,-1764082.79591434,-147.279067993164,2462.63232421875
559904.438756447,-1764082.79591434,-155.047821044922,2470.060546875
560404.438756447,-1764082.79591434,-157.575561523438,2483.06469726563
560904.438756447,-1764082.79591434,-147.004577636719,2498.96264648438
561404.438756447,-1764082.79591434,-116.383438110352,2431.25463867188
561904.438756447,-1764082.79591434,-70.2422103881836,2533.85668945313
562404.438756447,-1764082.79591434,-40.6424255371094,2550.17797851563
562904.438756447,-1764082.79591434,-25.7689895629883,2566.939453125
563404.438756447,-1764082.79591434,111.374687194824,2558.7822265625
563904.438756447,-1764082.79591434,547.213073730469,2550.24462890625
564404.438756447,-1764082.79591434,632.957885742188,2535.23486328125
564904.438756447,-1764082.79591434,281.474365234375,2510.63159179688
565404.438756447,-1764082.79591434,112.968254089355,2463.36596679688
565904.438756447,-1764082.79591434,34.4314575195313,2474.06665039063
566404.438756447,-1764082.79591434,-5.94112730026245,2476.11206054688
566904.438756447,-1764082.79591434,-43.4648094177246,2483.09716796875
567404.438756447,-1764082.79591434,-87.8426666259766,2495.46044921875
567904.438756447,-1764082.79591434,-120.827003479004,2510.80712890625
568404.438756447,-1764082.79591434,-131.457336425781,2535.35229492188
568904.438756447,-1764082.79591434,-122.996162414551,2560.40893554688
514904.438756447,-1763582.79591434,-50.5208549499512,2289.29321289063
515404.438756447,-1763582.79591434,-56.0149192810059,2277.39379882813
515904.438756447,-1763582.79591434,-71.9592437744141,2247.44750976563
516404.438756447,-1763582.79591434,-85.176643371582,2188.35131835938
516904.438756447,-1763582.79591434,-95.1908416748047,2204.35668945313
517404.438756447,-1763582.79591434,-112.072822570801,2215.56372070313
517904.438756447,-1763582.79591434,-127.313438415527,2236.72094726563
518404.438756447,-1763582.79591434,-130.601440429688,2297.20385742188
518904.438756447,-1763582.79591434,-126.62361907959,2350.82421875
519404.438756447,-1763582.79591434,-123.818923950195,2378.63037109375
519904.438756447,-1763582.79591434,-122.498718261719,2403.033203125
520404.438756447,-1763582.79591434,-120.13941192627,2428.056640625
520904.438756447,-1763582.79591434,-118.664703369141,2439.50732421875
521404.438756447,-1763582.79591434,-118.307083129883,2403.8486328125
521904.438756447,-1763582.79591434,-118.951248168945,2473.79833984375
522404.438756447,-1763582.79591434,-118.777198791504,2508.322265625
522904.438756447,-1763582.79591434,-117.9111328125,2535.53588867188
523404.438756447,-1763582.79591434,-116.078430175781,2565.17504882813
523904.438756447,-1763582.79591434,-111.048027038574,2594.58325195313
524404.438756447,-1763582.79591434,-100.828285217285,2618.59814453125
524904.438756447,-1763582.79591434,-77.0525741577148,2646.29760742188
525404.438756447,-1763582.79591434,-34.8252334594727,2670.64233398438
525904.438756447,-1763582.79591434,-0.373358309268951,2687.7861328125
526404.438756447,-1763582.79591434,-8.11397171020508,2627.72583007813
526904.438756447,-1763582.79591434,-19.8285617828369,2731.50317382813
527404.438756447,-1763582.79591434,-48.1408157348633,2749.53955078125
527904.438756447,-1763582.79591434,-89.6660232543945,2770.5048828125
528404.438756447,-1763582.79591434,-141.420288085938,2805.76977539063
528904.438756447,-1763582.79591434,-187.158584594727,2844.43115234375
529404.438756447,-1763582.79591434,-202.439636230469,2886.92651367188
529904.438756447,-1763582.79591434,-137.162826538086,2921.81494140625
530404.438756447,-1763582.79591434,122.110900878906,2954.13427734375
530904.438756447,-1763582.79591434,542.096984863281,2987.7490234375
531404.438756447,-1763582.79591434,394.511322021484,3038.54272460938
531904.438756447,-1763582.79591434,359.531402587891,3044.92504882813
532404.438756447,-1763582.79591434,595.287353515625,3066.95703125
532904.438756447,-1763582.79591434,831.919311523438,3082.64770507813
533404.438756447,-1763582.79591434,463.988739013672,3085.63647460938
533904.438756447,-1763582.79591434,-38.9029655456543,3084.388671875
534404.438756447,-1763582.79591434,-249.352325439453,3065.42407226563
534904.438756447,-1763582.79591434,-349.196197509766,3051.50439453125
535404.438756447,-1763582.79591434,-388.97216796875,3044.36547851563
535904.438756447,-1763582.79591434,-389.143920898438,3022.04638671875
536404.438756447,-1763582.79591434,-305.245880126953,2959.43408203125
536904.438756447,-1763582.79591434,54.8843421936035,3007.54028320313
537404.438756447,-1763582.79591434,491.103363037109,3019.39916992188
537904.438756447,-1763582.79591434,524.2685546875,3014.138671875
538404.438756447,-1763582.79591434,473.462493896484,3006.845703125
538904.438756447,-1763582.79591434,661.348083496094,2997.84912109375
539404.438756447,-1763582.79591434,587.972961425781,2985.30590820313
539904.438756447,-1763582.79591434,-26.8447742462158,2971.3603515625
540404.438756447,-1763582.79591434,-338.074249267578,2961.36547851563
540904.438756447,-1763582.79591434,-418.942260742188,2961.56176757813
541404.438756447,-1763582.79591434,-403.078918457031,2963.259765625
541904.438756447,-1763582.79591434,-317.998931884766,2962.34252929688
542404.438756447,-1763582.79591434,13.4119853973389,2964.87280273438
542904.438756447,-1763582.79591434,514.342224121094,2962.45385742188
543404.438756447,-1763582.79591434,732.549743652344,2955.89697265625
543904.438756447,-1763582.79591434,391.153228759766,2939.291015625
544404.438756447,-1763582.79591434,48.4831733703613,2917.22412109375
544904.438756447,-1763582.79591434,-98.3148727416992,2887.46923828125
545404.438756447,-1763582.79591434,-147.875610351563,2861.06884765625
545904.438756447,-1763582.79591434,-186.388900756836,2839.7119140625
546404.438756447,-1763582.79591434,-218.236038208008,2704.59765625
546904.438756447,-1763582.79591434,-226.927658081055,2799.6416015625
547404.438756447,-1763582.79591434,-220.650253295898,2786.33276367188
547904.438756447,-1763582.79591434,-209.17741394043,2768.74340820313
548404.438756447,-1763582.79591434,-196.585968017578,2751.53125
548904.438756447,-1763582.79591434,-183.841171264648,2720.72290039063
549404.438756447,-1763582.79591434,-171.951889038086,2694.26440429688
549904.438756447,-1763582.79591434,-161.673889160156,2669.81225585938
550404.438756447,-1763582.79591434,-153.129806518555,2648.50805664063
550904.438756447,-1763582.79591434,-145.641082763672,2611.42236328125
551404.438756447,-1763582.79591434,-138.821228027344,2492.64282226563
551904.438756447,-1763582.79591434,-133.426071166992,2562.96313476563
552404.438756447,-1763582.79591434,-129.105712890625,2550.77075195313
552904.438756447,-1763582.79591434,-125.311477661133,2539.42504882813
553404.438756447,-1763582.79591434,-122.435447692871,2536.6943359375
553904.438756447,-1763582.79591434,-120.425094604492,2532.4169921875
554404.438756447,-1763582.79591434,-118.911674499512,2527.2373046875
554904.438756447,-1763582.79591434,-117.410842895508,2524.29272460938
555404.438756447,-1763582.79591434,-116.559303283691,2531.15234375
555904.438756447,-1763582.79591434,-116.652450561523,2527.44018554688
556404.438756447,-1763582.79591434,-117.306655883789,2439.38134765625
556904.438756447,-1763582.79591434,-118.47045135498,2567.43725585938
557404.438756447,-1763582.79591434,-120.625434875488,2602.6025390625
557904.438756447,-1763582.79591434,-124.253303527832,2599.08813476563
558404.438756447,-1763582.79591434,-129.467788696289,2583.37377929688
558904.438756447,-1763582.79591434,-136.113647460938,2567.89770507813
559404.438756447,-1763582.79591434,-143.941009521484,2550.95458984375
559904.438756447,-1763582.79591434,-151.549072265625,2543.21313476563
560404.438756447,-1763582.79591434,-155.321868896484,2537.17260742188
560904.438756447,-1763582.79591434,-148.876068115234,2524.20458984375
561404.438756447,-1763582.79591434,-127.14924621582,2435.90112304688
561904.438756447,-1763582.79591434,-96.8644409179688,2505.27075195313
562404.438756447,-1763582.79591434,-77.5358428955078,2506.12084960938
562904.438756447,-1763582.79591434,-66.2326583862305,2503.37109375
563404.438756447,-1763582.79591434,57.698974609375,2500.72998046875
563904.438756447,-1763582.79591434,560.321166992188,2507.25952148438
564404.438756447,-1763582.79591434,588.717102050781,2516.52001953125
564904.438756447,-1763582.79591434,230.610275268555,2520.18212890625
565404.438756447,-1763582.79591434,67.2563323974609,2479.81274414063
565904.438756447,-1763582.79591434,-0.924553871154785,2505.90771484375
566404.438756447,-1763582.79591434,-37.6355590820313,2528.94995117188
566904.438756447,-1763582.79591434,-70.6623001098633,2572.33935546875
567404.438756447,-1763582.79591434,-104.271255493164,2615.15234375
567904.438756447,-1763582.79591434,-126.17658996582,2638.77978515625
568404.438756447,-1763582.79591434,-136.960464477539,2627.326171875
568904.438756447,-1763582.79591434,-137.127304077148,2613.8740234375
514904.438756447,-1763082.79591434,-44.4753608703613,2257.98095703125
515404.438756447,-1763082.79591434,-43.8937492370605,2226.56469726563
515904.438756447,-1763082.79591434,-60.799934387207,2200.65844726563
516404.438756447,-1763082.79591434,-75.7662734985352,2189.7822265625
516904.438756447,-1763082.79591434,-86.9504699707031,2248.88671875
517404.438756447,-1763082.79591434,-104.843574523926,2283.04467773438
517904.438756447,-1763082.79591434,-122.823890686035,2305.47412109375
518404.438756447,-1763082.79591434,-131.749954223633,2320.75366210938
518904.438756447,-1763082.79591434,-132.981307983398,2339.59326171875
519404.438756447,-1763082.79591434,-131.391479492188,2358.62109375
519904.438756447,-1763082.79591434,-127.9169921875,2401.24755859375
520404.438756447,-1763082.79591434,-123.183853149414,2444.49267578125
520904.438756447,-1763082.79591434,-120.661231994629,2468.39135742188
521404.438756447,-1763082.79591434,-120.864379882813,2437.38696289063
521904.438756447,-1763082.79591434,-122.177581787109,2517.2470703125
522404.438756447,-1763082.79591434,-122.050628662109,2555.81274414063
522904.438756447,-1763082.79591434,-119.779830932617,2592.41235351563
523404.438756447,-1763082.79591434,-114.293319702148,2626.90649414063
523904.438756447,-1763082.79591434,-103.880760192871,2667.56420898438
524404.438756447,-1763082.79591434,-86.9774551391602,2698.24829101563
524904.438756447,-1763082.79591434,-61.1837577819824,2730.41186523438
525404.438756447,-1763082.79591434,-31.1680812835693,2764.98706054688
525904.438756447,-1763082.79591434,-11.807785987854,2801.12890625
526404.438756447,-1763082.79591434,-18.5163326263428,2706.4091796875
526904.438756447,-1763082.79591434,-45.2193641662598,2877.7373046875
527404.438756447,-1763082.79591434,-81.859245300293,2916.44067382813
527904.438756447,-1763082.79591434,-120.00373840332,2950.73291015625
528404.438756447,-1763082.79591434,-155.925109863281,2980.40844726563
528904.438756447,-1763082.79591434,-185.858215332031,3010.583984375
529404.438756447,-1763082.79591434,-196.289627075195,3036.03076171875
529904.438756447,-1763082.79591434,-158.331588745117,3053.56469726563
530404.438756447,-1763082.79591434,12.387167930603,3065.9169921875
530904.438756447,-1763082.79591434,510.706939697266,3080.52954101563
531404.438756447,-1763082.79591434,1070.14721679688,3092.99169921875
531904.438756447,-1763082.79591434,1227.46557617188,3097.33374023438
532404.438756447,-1763082.79591434,1173.99694824219,3094.31103515625
532904.438756447,-1763082.79591434,1233.81701660156,3090.33764648438
533404.438756447,-1763082.79591434,800.141540527344,3079.5771484375
533904.438756447,-1763082.79591434,155.665405273438,3077.44653320313
534404.438756447,-1763082.79591434,-198.539855957031,3061.29565429688
534904.438756447,-1763082.79591434,-357.924835205078,3045.56909179688
535404.438756447,-1763082.79591434,-417.756744384766,3030.47290039063
535904.438756447,-1763082.79591434,-438.281158447266,2981.35498046875
536404.438756447,-1763082.79591434,-372.424285888672,2871.17114257813
536904.438756447,-1763082.79591434,104.761703491211,2982.5439453125
537404.438756447,-1763082.79591434,711.892578125,3012.94848632813
537904.438756447,-1763082.79591434,881.632202148438,3018.4287109375
538404.438756447,-1763082.79591434,868.211120605469,3012.33325195313
538904.438756447,-1763082.79591434,826.289611816406,3005.435546875
539404.438756447,-1763082.79591434,375.719604492188,2996.638671875
539904.438756447,-1763082.79591434,-190.882064819336,2983.708984375
540404.438756447,-1763082.79591434,-408.827575683594,2975.58251953125
540904.438756447,-1763082.79591434,-462.884490966797,2974.44384765625
541404.438756447,-1763082.79591434,-449.2412109375,2965.62866210938
541904.438756447,-1763082.79591434,-396.069000244141,2963.72534179688
542404.438756447,-1763082.79591434,-254.216918945313,2948.89697265625
542904.438756447,-1763082.79591434,-7.06782960891724,2932.2734375
543404.438756447,-1763082.79591434,354.847778320313,2919.25537109375
543904.438756447,-1763082.79591434,396.328430175781,2904.02587890625
544404.438756447,-1763082.79591434,176.611358642578,2890.30786132813
544904.438756447,-1763082.79591434,24.3900985717773,2873.77319335938
545404.438756447,-1763082.79591434,-42.7743873596191,2855.91723632813
545904.438756447,-1763082.79591434,-120.593338012695,2842.3642578125
546404.438756447,-1763082.79591434,-186.386306762695,2716.869140625
546904.438756447,-1763082.79591434,-208.510528564453,2822.623046875
547404.438756447,-1763082.79591434,-209.674667358398,2809.41528320313
547904.438756447,-1763082.79591434,-201.830581665039,2786.0234375
548404.438756447,-1763082.79591434,-190.617523193359,2758.29467773438
548904.438756447,-1763082.79591434,-178.858703613281,2725.82202148438
549404.438756447,-1763082.79591434,-167.831695556641,2688.21850585938
549904.438756447,-1763082.79591434,-158.309234619141,2653.3369140625
550404.438756447,-1763082.79591434,-150.269622802734,2629.861328125
550904.438756447,-1763082.79591434,-143.069686889648,2601.0791015625
551404.438756447,-1763082.79591434,-136.830810546875,2500.8935546875
551904.438756447,-1763082.79591434,-131.766647338867,2569.12280273438
552404.438756447,-1763082.79591434,-127.794494628906,2561.5078125
552904.438756447,-1763082.79591434,-124.128326416016,2545.39965820313
553404.438756447,-1763082.79591434,-121.906852722168,2531.09033203125
553904.438756447,-1763082.79591434,-120.070899963379,2522.58447265625
554404.438756447,-1763082.79591434,-118.640426635742,2524.1435546875
554904.438756447,-1763082.79591434,-117.381301879883,2533.34985351563
555404.438756447,-1763082.79591434,-116.730766296387,2542.19140625
555904.438756447,-1763082.79591434,-116.751029968262,2536.3837890625
556404.438756447,-1763082.79591434,-117.460632324219,2445.439453125
556904.438756447,-1763082.79591434,-118.560333251953,2537.75219726563
557404.438756447,-1763082.79591434,-120.965682983398,2544.0009765625
557904.438756447,-1763082.79591434,-124.278175354004,2538.88403320313
558404.438756447,-1763082.79591434,-128.624389648438,2538.43359375
558904.438756447,-1763082.79591434,-134.424163818359,2539.82543945313
559404.438756447,-1763082.79591434,-141.367218017578,2540.04077148438
559904.438756447,-1763082.79591434,-148.53239440918,2534.81469726563
560404.438756447,-1763082.79591434,-152.818359375,2530.00390625
560904.438756447,-1763082.79591434,-149.278305053711,2520.61279296875
561404.438756447,-1763082.79591434,-131.716583251953,2428.48608398438
561904.438756447,-1763082.79591434,-100.99462890625,2517.25122070313
562404.438756447,-1763082.79591434,-70.4199523925781,2530.89111328125
562904.438756447,-1763082.79591434,-43.4598197937012,2544.72900390625
563404.438756447,-1763082.79591434,53.0179328918457,2555.78979492188
563904.438756447,-1763082.79591434,424.036376953125,2565.26611328125
564404.438756447,-1763082.79591434,547.943725585938,2569.54638671875
564904.438756447,-1763082.79591434,261.022827148438,2568.18603515625
565404.438756447,-1763082.79591434,83.8379287719727,2499.45190429688
565904.438756447,-1763082.79591434,-1.92451202869415,2558.58935546875
566404.438756447,-1763082.79591434,-53.7308158874512,2545.95190429688
